Data operacji,Opis,Kwota transakcji,Saldo po operacji
2015-08-24,PRZELEW UZNANIOWY (NADANO 24-08-2015) DAROWIZNA  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 63546674491711743490207161,548,-1035.00
2015-08-24,PRZELEW UZNANIOWY (NADANO 24-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 26159660895175145142875217,16,-1051.00
2015-08-24,PRZELEW UZNANIOWY (NADANO 24-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 22559300430410200353249271,32,-1083.00
2015-08-26,PRZELEW UZNANIOWY (NADANO 26-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 38838963733579580388082443,64,-1147.00
2015-08-28,PRZELEW UZNANIOWY (NADANO 28-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 83777699671633822021923717,16,-1163.00
2015-08-29,PRZELEW UZNANIOWY (NADANO 29-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 70209047591554126359531271,128,-1291.00
2015-08-31,PRZELEW OBCI¥¯ENIOWY (NADANO 31-08-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 40295067721127855976790468,-271,-1020.00
2015-09-02,PRZELEW UZNANIOWY (NADANO 02-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 78474227883921446176904477,64,-1084.00
2015-09-04,PRZELEW UZNANIOWY (NADANO 04-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 47069929155046822190640533,32,-1116.00
2015-09-04,PRZELEW OBCI¥¯ENIOWY (NADANO 04-09-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 84717209747022943550389780,-317,-799.00
2015-09-06,PRZELEW UZNANIOWY (NADANO 06-09-2015) DAROWIZNA  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 39645412602094003030109467,718,-1517.00
2015-09-08,PRZELEW UZNANIOWY (NADANO 08-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 17693462294426681006034840,64,-1581.00
2015-09-09,PRZELEW UZNANIOWY (NADANO 09-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 99353436259246207393677166,16,-1597.00
2015-09-11,PRZELEW UZNANIOWY (NADANO 11-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 57615043664366185192077454,64,-1661.00
2015-09-13,PRZELEW UZNANIOWY (NADANO 13-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 02005728892054178921747550,128,-1789.00
2015-09-13,PRZELEW UZNANIOWY (NADANO 13-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 25878075264065653031399369,16,-1805.00
2015-09-14,PRZELEW UZNANIOWY (NADANO 14-09-2015) DAROWIZNA  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 55379274844741875418358901,825,-2630.00
2015-09-14,PRZELEW UZNANIOWY (NADANO 14-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 12418744458488456562105871,64,-2694.00
2015-09-16,PRZELEW UZNANIOWY (NADANO 16-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 87674628127591903281706117,32,-2726.00
2015-09-18,PRZELEW UZNANIOWY (NADANO 18-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 59283240903618269621797596,16,-2742.00
2015-09-20,PRZELEW UZNANIOWY (NADANO 20-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 11509176243372331430508767,128,-2870.00
2015-09-22,PRZELEW UZNANIOWY (NADANO 22-09-2015) DAROWIZNA  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 11781896961918237131370405,903,-3773.00
2015-09-23,PRZELEW UZNANIOWY (NADANO 23-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 60930838124413542966782532,16,-3789.00
2015-09-25,PRZELEW UZNANIOWY (NADANO 25-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 72676817631891754110270708,128,-3917.00
2015-09-26,PRZELEW UZNANIOWY (NADANO 26-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 75959971504295674925143886,16,-3933.00
2015-09-26,PRZELEW UZNANIOWY (NADANO 26-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 94162825630724989619195638,64,-3997.00
2015-09-26,PRZELEW UZNANIOWY (NADANO 26-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 33237312418542083262392260,32,-4029.00
2015-09-26,PRZELEW OBCI¥¯ENIOWY (NADANO 26-09-2015) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 27799836802033015628936447,-510,-3519.00
2015-09-27,PRZELEW UZNANIOWY (NADANO 27-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 61432728860404279570954070,16,-3535.00
2015-09-28,PRZELEW UZNANIOWY (NADANO 28-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 72102453569757745765377969,64,-3599.00
2015-09-29,PRZELEW OBCI¥¯ENIOWY (NADANO 29-09-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 59388141841448602169677107,-538,-3061.00
2015-09-30,PRZELEW UZNANIOWY (NADANO 30-09-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 09-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 29188662335510926892575000,64,-3125.00
2015-10-01,PRZELEW UZNANIOWY (NADANO 01-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 10148021368210536679919937,16,-3141.00
2015-10-02,PRZELEW UZNANIOWY (NADANO 02-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 76636464054955385619597509,32,-3173.00
2015-10-04,PRZELEW UZNANIOWY (NADANO 04-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 35774162692504179132373996,32,-3205.00
2015-10-04,PRZELEW UZNANIOWY (NADANO 04-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 89364371157359028077447223,128,-3333.00
2015-10-04,PRZELEW UZNANIOWY (NADANO 04-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 79442972386997877744684330,16,-3349.00
2015-10-05,PRZELEW UZNANIOWY (NADANO 05-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 88724876549084988862687448,32,-3381.00
2015-10-05,PRZELEW UZNANIOWY (NADANO 05-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 12598204111545607282751667,64,-3445.00
2015-10-07,PRZELEW OBCI¥¯ENIOWY (NADANO 07-10-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 86349334902762343057010581,-463,-2982.00
2015-10-09,PRZELEW UZNANIOWY (NADANO 09-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 00816294427491701946038487,64,-3046.00
2015-10-10,PRZELEW UZNANIOWY (NADANO 10-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 80641062735363317398600037,64,-3110.00
2015-10-12,PRZELEW UZNANIOWY (NADANO 12-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 38970917427314450985066769,32,-3142.00
2015-10-12,PRZELEW UZNANIOWY (NADANO 12-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 51145685422346066510796877,32,-3174.00
2015-10-14,PRZELEW UZNANIOWY (NADANO 14-10-2015) DAROWIZNA  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 34659287299532775983178159,557,-3731.00
2015-10-15,PRZELEW UZNANIOWY (NADANO 15-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 31947107959982584466791235,32,-3763.00
2015-10-15,PRZELEW UZNANIOWY (NADANO 15-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 29078687395593328955137478,16,-3779.00
2015-10-15,PRZELEW UZNANIOWY (NADANO 15-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 48209916561303433950211129,32,-3811.00
2015-10-17,PRZELEW UZNANIOWY (NADANO 17-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 17005486852391786030560449,64,-3875.00
2015-10-17,PRZELEW OBCI¥¯ENIOWY (NADANO 17-10-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 15705833215112548423409511,-541,-3334.00
2015-10-19,PRZELEW UZNANIOWY (NADANO 19-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 42726945100120528192955109,128,-3462.00
2015-10-19,PRZELEW UZNANIOWY (NADANO 19-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 38835042362952291380137139,16,-3478.00
2015-10-19,PRZELEW UZNANIOWY (NADANO 19-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 43042073692057259524331002,64,-3542.00
2015-10-20,PRZELEW UZNANIOWY (NADANO 20-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 75694841813029116299006669,32,-3574.00
2015-10-22,PRZELEW UZNANIOWY (NADANO 22-10-2015) DAROWIZNA  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 44438477609369997855149981,898,-4472.00
2015-10-22,PRZELEW UZNANIOWY (NADANO 22-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 29844321901529620025690312,128,-4600.00
2015-10-24,PRZELEW OBCI¥¯ENIOWY (NADANO 24-10-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 86734617692482125519987743,-681,-3919.00
2015-10-25,PRZELEW UZNANIOWY (NADANO 25-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 66104729686493406367634255,128,-4047.00
2015-10-27,PRZELEW UZNANIOWY (NADANO 27-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 06505664739355052095839299,64,-4111.00
2015-10-29,PRZELEW UZNANIOWY (NADANO 29-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 08473584233704673100068376,32,-4143.00
2015-10-30,PRZELEW UZNANIOWY (NADANO 30-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 66300190372183737089942592,16,-4159.00
2015-10-30,PRZELEW UZNANIOWY (NADANO 30-10-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 10-2015  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 10821745571222508851870942,128,-4287.00
2015-11-01,PRZELEW UZNANIOWY (NADANO 01-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 54949230332782842420217098,32,-4319.00
2015-11-01,PRZELEW UZNANIOWY (NADANO 01-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 77513014367147691211212708,32,-4351.00
2015-11-03,PRZELEW UZNANIOWY (NADANO 03-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 91638722905116219292702173,128,-4479.00
2015-11-04,PRZELEW UZNANIOWY (NADANO 04-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 49083791059502183854421234,64,-4543.00
2015-11-05,PRZELEW UZNANIOWY (NADANO 05-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 36853694184205849997100698,64,-4607.00
2015-11-05,PRZELEW UZNANIOWY (NADANO 05-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 63751581809160365520145638,64,-4671.00
2015-11-06,PRZELEW OBCI¥¯ENIOWY (NADANO 06-11-2015) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 46981360904925801293168388,-541,-4130.00
2015-11-07,PRZELEW UZNANIOWY (NADANO 07-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 49765019405847129630632020,16,-4146.00
2015-11-08,PRZELEW UZNANIOWY (NADANO 08-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 32607365227100069584941242,32,-4178.00
2015-11-10,PRZELEW UZNANIOWY (NADANO 10-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 59311325014896316919249524,32,-4210.00
2015-11-12,PRZELEW UZNANIOWY (NADANO 12-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 52498993378819891292163450,32,-4242.00
2015-11-12,PRZELEW UZNANIOWY (NADANO 12-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 89697385415169223614941683,64,-4306.00
2015-11-14,PRZELEW UZNANIOWY (NADANO 14-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 11945550182053966484970656,16,-4322.00
2015-11-15,PRZELEW UZNANIOWY (NADANO 15-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 42354767138449363543307723,128,-4450.00
2015-11-15,PRZELEW UZNANIOWY (NADANO 15-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 41039869632628147915782163,128,-4578.00
2015-11-17,PRZELEW OBCI¥¯ENIOWY (NADANO 17-11-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 98758804850371621252244578,-741,-3837.00
2015-11-17,PRZELEW UZNANIOWY (NADANO 17-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 41519416277222397270053557,32,-3869.00
2015-11-17,PRZELEW UZNANIOWY (NADANO 17-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 00681981903225697405882242,128,-3997.00
2015-11-19,PRZELEW OBCI¥¯ENIOWY (NADANO 19-11-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 27270576411984795096350211,-509,-3488.00
2015-11-21,PRZELEW UZNANIOWY (NADANO 21-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 50278168407917181747445377,32,-3520.00
2015-11-22,PRZELEW UZNANIOWY (NADANO 22-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 70638247454039838691521650,128,-3648.00
2015-11-22,PRZELEW UZNANIOWY (NADANO 22-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 75524538337800287573168543,64,-3712.00
2015-11-23,PRZELEW UZNANIOWY (NADANO 23-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 97798297700159116891697209,128,-3840.00
2015-11-24,PRZELEW UZNANIOWY (NADANO 24-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 68526169179483686187590630,64,-3904.00
2015-11-26,PRZELEW UZNANIOWY (NADANO 26-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 46995660279969604332898479,128,-4032.00
2015-11-27,PRZELEW UZNANIOWY (NADANO 27-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 14236776659104159516426531,32,-4064.00
2015-11-27,PRZELEW UZNANIOWY (NADANO 27-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 76327608218394877232261980,128,-4192.00
2015-11-27,PRZELEW OBCI¥¯ENIOWY (NADANO 27-11-2015) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 13732807857559146887554240,-629,-3563.00
2015-11-27,PRZELEW UZNANIOWY (NADANO 27-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 93671530282343377473240295,32,-3595.00
2015-11-28,PRZELEW UZNANIOWY (NADANO 28-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 84516935139369772750585379,64,-3659.00
2015-11-29,PRZELEW UZNANIOWY (NADANO 29-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 50691592863297893014684808,32,-3691.00
2015-11-29,PRZELEW UZNANIOWY (NADANO 29-11-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 11-2015  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 35168310710605153509591078,16,-3707.00
2015-12-01,PRZELEW UZNANIOWY (NADANO 01-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 57650248472638938256015403,32,-3739.00
2015-12-03,PRZELEW OBCI¥¯ENIOWY (NADANO 03-12-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 13469970557898755107205719,-815,-2924.00
2015-12-05,PRZELEW UZNANIOWY (NADANO 05-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 36954018489188037102203776,64,-2988.00
2015-12-06,PRZELEW UZNANIOWY (NADANO 06-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 73548427421793149221114197,64,-3052.00
2015-12-08,PRZELEW UZNANIOWY (NADANO 08-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 14031638837814636620353415,32,-3084.00
2015-12-08,PRZELEW UZNANIOWY (NADANO 08-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 79427590124454889645147642,128,-3212.00
2015-12-08,PRZELEW UZNANIOWY (NADANO 08-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 75240059460425618380967509,128,-3340.00
2015-12-10,PRZELEW UZNANIOWY (NADANO 10-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 75440100422101374633733849,128,-3468.00
2015-12-11,PRZELEW UZNANIOWY (NADANO 11-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 77139588164882053296144620,32,-3500.00
2015-12-13,PRZELEW UZNANIOWY (NADANO 13-12-2015) DAROWIZNA  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 89305542973748601389806087,979,-4479.00
2015-12-13,PRZELEW UZNANIOWY (NADANO 13-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 32485895477159608184434480,128,-4607.00
2015-12-15,PRZELEW UZNANIOWY (NADANO 15-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 28522576574719810399524452,32,-4639.00
2015-12-16,PRZELEW UZNANIOWY (NADANO 16-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 59323197802836848083509192,64,-4703.00
2015-12-16,PRZELEW UZNANIOWY (NADANO 16-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 69524614431226612509172606,16,-4719.00
2015-12-16,PRZELEW UZNANIOWY (NADANO 16-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 87354617465149845051721194,32,-4751.00
2015-12-18,PRZELEW UZNANIOWY (NADANO 18-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 99444606196304969393251403,64,-4815.00
2015-12-20,PRZELEW OBCI¥¯ENIOWY (NADANO 20-12-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 33684313827240676429215786,-413,-4402.00
2015-12-21,PRZELEW UZNANIOWY (NADANO 21-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 01112145025576108531229682,32,-4434.00
2015-12-21,PRZELEW UZNANIOWY (NADANO 21-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 76854776487899842950127016,128,-4562.00
2015-12-21,PRZELEW UZNANIOWY (NADANO 21-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 50258523612966222842904929,64,-4626.00
2015-12-23,PRZELEW UZNANIOWY (NADANO 23-12-2015) DAROWIZNA  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 65398576631897703244556173,573,-5199.00
2015-12-25,PRZELEW UZNANIOWY (NADANO 25-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 32366555824984148600064727,128,-5327.00
2015-12-25,PRZELEW UZNANIOWY (NADANO 25-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 76948329825817188662806767,64,-5391.00
